Date,City,CO,NO2,SO2,O3,PM2.5,PM10,Type
2024-11-05 12:00:00+00:00,Stockholm,155.0,9.4,0.3,41.0,4.5,9.0,Residential
2024-11-05 13:00:00+00:00,Stockholm,158.0,10.9,0.3,43.0,4.5,9.2,Residential
2024-11-05 14:00:00+00:00,Stockholm,168.0,13.7,0.4,39.0,5.8,11.2,Residential
2024-11-05 15:00:00+00:00,Stockholm,179.0,22.1,0.4,26.0,7.1,13.4,Residential
2024-11-05 16:00:00+00:00,Stockholm,191.0,25.7,0.5,20.0,7.8,14.2,Residential
2024-11-05 17:00:00+00:00,Stockholm,187.0,21.2,0.4,17.0,7.9,13.0,Residential
2024-11-05 18:00:00+00:00,Stockholm,175.0,16.4,0.4,22.0,7.2,12.1,Residential
2024-11-05 19:00:00+00:00,Stockholm,171.0,15.0,0.4,22.0,6.6,11.1,Residential
2024-11-05 20:00:00+00:00,Stockholm,162.0,12.7,0.4,23.0,6.5,10.3,Residential
2024-11-05 21:00:00+00:00,Stockholm,162.0,11.3,0.4,24.0,6.4,9.8,Residential
2024-11-05 22:00:00+00:00,Stockholm,159.0,10.5,0.3,25.0,6.7,9.2,Residential
2024-11-05 23:00:00+00:00,Stockholm,156.0,8.5,0.2,30.0,6.4,8.5,Residential
2024-11-06 00:00:00+00:00,Stockholm,153.0,7.2,0.2,32.0,5.8,8.0,Residential
2024-11-06 01:00:00+00:00,Stockholm,154.0,6.7,0.2,35.0,5.4,7.7,Residential
2024-11-06 02:00:00+00:00,Stockholm,152.0,6.3,0.2,33.0,5.3,7.6,Residential
2024-11-06 03:00:00+00:00,Stockholm,151.0,6.2,0.2,32.0,5.3,7.5,Residential
2024-11-06 04:00:00+00:00,Stockholm,148.0,5.9,0.2,32.0,5.6,7.7,Residential
2024-11-06 05:00:00+00:00,Stockholm,147.0,6.5,0.2,32.0,5.9,7.6,Residential
2024-11-06 06:00:00+00:00,Stockholm,154.0,12.4,0.3,31.0,6.3,9.4,Residential
2024-11-06 07:00:00+00:00,Stockholm,167.0,17.3,0.3,27.0,6.9,11.3,Residential
2024-11-06 08:00:00+00:00,Stockholm,164.0,14.4,0.3,29.0,7.3,11.7,Residential
2024-11-06 09:00:00+00:00,Stockholm,160.0,11.1,0.3,38.0,7.0,11.2,Residential
2024-11-06 10:00:00+00:00,Stockholm,157.0,9.1,0.3,40.0,7.0,10.3,Residential
2024-11-06 11:00:00+00:00,Stockholm,153.0,8.8,0.3,41.0,6.7,10.2,Residential
2024-11-06 12:00:00+00:00,Stockholm,152.0,9.1,0.3,42.0,6.5,10.5,Residential
2024-11-06 13:00:00+00:00,Stockholm,154.0,9.7,0.3,41.0,6.3,11.0,Residential
2024-11-06 14:00:00+00:00,Stockholm,158.0,9.9,0.3,39.0,6.6,12.3,Residential
2024-11-06 15:00:00+00:00,Stockholm,164.0,14.4,0.4,37.0,7.1,14.6,Residential
2024-11-06 16:00:00+00:00,Stockholm,170.0,16.2,0.4,30.0,8.5,14.5,Residential
2024-11-06 17:00:00+00:00,Stockholm,170.0,15.2,0.4,34.0,8.1,14.1,Residential
2024-11-06 18:00:00+00:00,Stockholm,165.0,11.1,0.4,37.0,7.2,13.1,Residential
2024-11-06 19:00:00+00:00,Stockholm,157.0,8.2,0.4,43.0,6.4,11.4,Residential
2024-11-06 20:00:00+00:00,Stockholm,153.0,7.2,0.4,44.0,6.0,10.1,Residential
2024-11-06 21:00:00+00:00,Stockholm,151.0,6.5,0.4,43.0,5.6,9.1,Residential
2024-11-06 22:00:00+00:00,Stockholm,150.0,6.0,0.4,45.0,5.5,8.4,Residential
2024-11-06 23:00:00+00:00,Stockholm,149.0,5.4,0.3,45.0,5.4,7.0,Residential
2024-11-07 00:00:00+00:00,Stockholm,153.0,4.9,0.3,45.0,5.2,6.5,Residential
2024-11-07 01:00:00+00:00,Stockholm,153.0,4.8,0.3,48.0,4.7,6.0,Residential
2024-11-07 02:00:00+00:00,Stockholm,151.0,4.4,0.3,48.0,3.8,5.5,Residential
2024-11-07 03:00:00+00:00,Stockholm,151.0,4.3,0.3,46.0,3.6,5.4,Residential
2024-11-07 04:00:00+00:00,Stockholm,151.0,5.0,0.4,43.0,3.5,5.2,Residential
2024-11-07 05:00:00+00:00,Stockholm,156.0,6.8,0.4,42.0,4.0,6.3,Residential
2024-11-07 06:00:00+00:00,Stockholm,171.0,15.5,0.4,33.0,5.4,10.9,Residential
2024-11-07 07:00:00+00:00,Stockholm,196.0,23.2,0.5,24.0,6.4,15.1,Residential
2024-11-07 08:00:00+00:00,Stockholm,208.0,23.6,0.6,19.0,7.7,14.0,Residential
2024-11-07 09:00:00+00:00,Stockholm,179.0,14.6,0.6,35.0,6.9,13.4,Residential
2024-11-07 10:00:00+00:00,Stockholm,172.0,11.9,0.5,38.0,5.9,10.7,Residential
2024-11-07 11:00:00+00:00,Stockholm,171.0,11.7,0.5,40.0,5.3,9.7,Residential
2024-11-07 12:00:00+00:00,Stockholm,173.0,12.9,0.5,41.0,4.9,9.7,Residential
2024-11-07 13:00:00+00:00,Stockholm,177.0,15.2,0.5,39.0,5.2,11.5,Residential
2024-11-07 14:00:00+00:00,Stockholm,198.0,22.4,0.6,26.0,6.2,13.5,Residential
2024-11-07 15:00:00+00:00,Stockholm,212.0,29.9,0.5,17.0,7.2,16.3,Residential
2024-11-07 16:00:00+00:00,Stockholm,244.0,37.3,0.6,10.0,9.2,17.7,Residential
2024-11-07 17:00:00+00:00,Stockholm,241.0,35.1,0.7,6.0,9.0,16.3,Residential
2024-11-07 18:00:00+00:00,Stockholm,225.0,29.6,0.6,8.0,9.7,16.2,Residential
2024-11-07 19:00:00+00:00,Stockholm,198.0,24.9,0.6,19.0,8.9,13.2,Residential
2024-11-07 20:00:00+00:00,Stockholm,186.0,21.4,0.6,21.0,7.4,11.3,Residential
2024-11-07 21:00:00+00:00,Stockholm,184.0,20.1,0.6,21.0,7.6,10.4,Residential
2024-11-07 22:00:00+00:00,Stockholm,183.0,17.7,0.5,22.0,7.9,10.0,Residential
2024-11-07 23:00:00+00:00,Stockholm,177.0,14.8,0.4,23.0,7.1,9.0,Residential
2024-11-08 00:00:00+00:00,Stockholm,174.0,11.3,0.4,28.0,7.1,8.0,Residential
2024-11-08 01:00:00+00:00,Stockholm,169.0,9.8,0.4,33.0,6.7,7.9,Residential
2024-11-08 02:00:00+00:00,Stockholm,155.0,8.4,0.4,33.0,5.8,6.5,Residential
2024-11-08 03:00:00+00:00,Stockholm,148.0,7.6,0.4,35.0,5.8,6.5,Residential
2024-11-08 04:00:00+00:00,Stockholm,150.0,7.9,0.4,35.0,6.5,7.3,Residential
2024-11-08 05:00:00+00:00,Stockholm,156.0,10.5,0.4,34.0,6.7,7.9,Residential
2024-11-08 06:00:00+00:00,Stockholm,182.0,19.5,0.4,24.0,7.3,13.8,Residential
2024-11-08 07:00:00+00:00,Stockholm,206.0,29.7,0.6,14.0,8.5,19.1,Residential
2024-11-08 08:00:00+00:00,Stockholm,211.0,22.2,0.6,16.0,9.9,19.7,Residential
2024-11-08 09:00:00+00:00,Stockholm,189.0,15.4,0.5,34.0,8.6,17.4,Residential
2024-11-08 10:00:00+00:00,Stockholm,181.0,12.7,0.4,35.0,7.3,13.2,Residential
2024-11-08 11:00:00+00:00,Stockholm,177.0,12.1,0.4,36.0,6.4,9.8,Residential
2024-11-08 12:00:00+00:00,Stockholm,176.0,12.0,0.4,39.0,6.1,9.5,Residential
2024-11-08 13:00:00+00:00,Stockholm,178.0,12.7,0.4,42.0,6.1,10.0,Residential
2024-11-08 14:00:00+00:00,Stockholm,200.0,20.0,0.5,41.0,7.0,15.3,Residential
2024-11-08 15:00:00+00:00,Stockholm,203.0,30.2,0.5,32.0,8.4,17.5,Residential
2024-11-08 16:00:00+00:00,Stockholm,216.0,28.9,0.5,26.0,9.8,18.3,Residential
2024-11-08 17:00:00+00:00,Stockholm,219.0,22.9,0.5,25.0,9.8,18.3,Residential
2024-11-08 18:00:00+00:00,Stockholm,201.0,19.5,0.5,29.0,10.2,17.9,Residential
2024-11-08 19:00:00+00:00,Stockholm,197.0,17.4,0.5,30.0,9.9,15.1,Residential
2024-11-08 20:00:00+00:00,Stockholm,176.0,12.9,0.4,31.0,9.4,13.8,Residential
2024-11-08 21:00:00+00:00,Stockholm,169.0,10.2,0.4,32.0,9.0,12.8,Residential
2024-11-08 22:00:00+00:00,Stockholm,167.0,8.9,0.3,32.0,9.1,12.3,Residential
2024-11-08 23:00:00+00:00,Stockholm,163.0,8.8,0.3,35.0,8.5,11.6,Residential
2024-11-09 00:00:00+00:00,Stockholm,158.0,7.1,0.2,42.0,7.6,11.5,Residential
2024-11-09 01:00:00+00:00,Stockholm,158.0,6.5,0.2,40.0,7.6,12.8,Residential
2024-11-09 02:00:00+00:00,Stockholm,159.0,5.8,0.2,38.0,7.8,13.9,Residential
2024-11-09 03:00:00+00:00,Stockholm,158.0,5.8,0.3,37.0,7.8,13.1,Residential
2024-11-09 04:00:00+00:00,Stockholm,159.0,5.6,0.3,37.0,7.9,12.9,Residential
2024-11-09 05:00:00+00:00,Stockholm,159.0,5.8,0.3,35.0,7.9,13.1,Residential
2024-11-09 06:00:00+00:00,Stockholm,174.0,6.7,0.4,33.0,8.1,14.1,Residential
2024-11-09 07:00:00+00:00,Stockholm,181.0,7.9,0.4,33.0,8.6,14.7,Residential
2024-11-09 08:00:00+00:00,Stockholm,185.0,8.8,0.4,34.0,9.0,14.8,Residential
2024-11-09 09:00:00+00:00,Stockholm,177.0,8.1,0.4,34.0,9.2,14.5,Residential
2024-11-09 10:00:00+00:00,Stockholm,175.0,7.3,0.3,37.0,9.3,14.0,Residential
2024-11-09 11:00:00+00:00,Stockholm,177.0,8.0,0.3,42.0,8.9,13.4,Residential
2024-11-09 12:00:00+00:00,Stockholm,177.0,8.1,0.3,44.0,8.4,13.0,Residential
2024-11-09 13:00:00+00:00,Stockholm,188.0,10.6,0.4,41.0,8.1,14.5,Residential
2024-11-09 14:00:00+00:00,Stockholm,194.0,17.6,0.4,39.0,8.4,15.4,Residential
2024-11-09 15:00:00+00:00,Stockholm,210.0,22.2,0.5,34.0,9.3,15.8,Residential
2024-11-09 16:00:00+00:00,Stockholm,214.0,24.3,0.5,30.0,10.1,16.5,Residential
2024-11-09 17:00:00+00:00,Stockholm,224.0,24.8,0.6,29.0,10.5,16.3,Residential
2024-11-09 18:00:00+00:00,Stockholm,229.0,24.9,0.7,28.0,10.9,17.0,Residential
2024-11-09 19:00:00+00:00,Stockholm,212.0,26.5,0.7,30.0,11.3,17.4,Residential
2024-11-09 20:00:00+00:00,Stockholm,205.0,25.8,0.7,29.0,11.5,17.4,Residential
2024-11-09 21:00:00+00:00,Stockholm,195.0,24.8,0.7,27.0,11.7,17.6,Residential
2024-11-09 22:00:00+00:00,Stockholm,191.0,23.0,0.6,27.0,11.9,16.6,Residential
2024-11-09 23:00:00+00:00,Stockholm,182.0,21.8,0.6,28.0,11.9,15.0,Residential
2024-11-10 00:00:00+00:00,Stockholm,188.0,16.3,0.6,26.0,11.5,14.1,Residential
2024-11-10 01:00:00+00:00,Stockholm,178.0,17.4,0.7,27.0,11.3,13.8,Residential
2024-11-10 02:00:00+00:00,Stockholm,172.0,18.2,0.7,32.0,10.5,13.0,Residential
2024-11-10 03:00:00+00:00,Stockholm,174.0,16.7,0.7,33.0,9.9,12.6,Residential
2024-11-10 04:00:00+00:00,Stockholm,174.0,15.4,0.8,34.0,9.2,12.9,Residential
2024-11-10 05:00:00+00:00,Stockholm,170.0,14.9,0.8,42.0,8.6,12.4,Residential
2024-11-10 06:00:00+00:00,Stockholm,172.0,19.2,0.9,41.0,8.3,16.5,Residential
2024-11-10 07:00:00+00:00,Stockholm,204.0,24.3,1.0,31.0,8.5,19.3,Residential
2024-11-10 08:00:00+00:00,Stockholm,228.0,27.1,1.3,34.0,9.4,19.1,Residential
2024-11-10 09:00:00+00:00,Stockholm,232.0,26.1,1.3,37.0,10.4,17.8,Residential
2024-11-10 10:00:00+00:00,Stockholm,218.0,31.0,1.3,33.0,11.2,17.3,Residential
2024-11-10 11:00:00+00:00,Stockholm,198.0,31.1,1.1,34.0,10.5,17.0,Residential
2024-11-10 12:00:00+00:00,Stockholm,185.0,25.3,1.0,32.0,9.0,16.2,Residential
2024-11-10 13:00:00+00:00,Stockholm,183.0,21.8,0.8,33.0,7.9,15.8,Residential
2024-11-10 14:00:00+00:00,Stockholm,190.0,23.7,0.8,32.0,8.1,14.5,Residential
2024-11-10 15:00:00+00:00,Stockholm,212.0,31.1,0.9,29.0,8.9,16.0,Residential
2024-11-10 16:00:00+00:00,Stockholm,220.0,33.5,0.9,29.0,9.8,16.4,Residential
2024-11-10 17:00:00+00:00,Stockholm,231.0,38.3,0.8,22.0,10.8,15.9,Residential
2024-11-10 18:00:00+00:00,Stockholm,243.0,32.1,0.9,17.0,11.1,16.8,Residential
2024-11-10 19:00:00+00:00,Stockholm,224.0,29.2,0.9,18.0,10.9,14.9,Residential
2024-11-10 20:00:00+00:00,Stockholm,214.0,27.5,0.9,20.0,11.1,14.8,Residential
2024-11-10 21:00:00+00:00,Stockholm,199.0,25.3,1.0,25.0,11.7,15.3,Residential
2024-11-10 22:00:00+00:00,Stockholm,191.0,21.8,1.0,20.0,12.2,18.7,Residential
2024-11-10 23:00:00+00:00,Stockholm,179.0,20.5,0.9,31.0,11.7,16.3,Residential
2024-11-11 00:00:00+00:00,Stockholm,172.0,11.6,0.6,36.0,9.5,11.3,Residential
2024-11-11 01:00:00+00:00,Stockholm,176.0,10.0,0.6,40.0,8.6,9.9,Residential
2024-11-11 02:00:00+00:00,Stockholm,178.0,8.6,0.7,42.0,7.4,9.6,Residential
2024-11-11 03:00:00+00:00,Stockholm,174.0,9.3,0.7,40.0,6.8,10.0,Residential
2024-11-11 04:00:00+00:00,Stockholm,171.0,9.3,0.7,40.0,7.1,10.4,Residential
2024-11-11 05:00:00+00:00,Stockholm,180.0,10.2,0.7,37.0,7.9,11.6,Residential
2024-11-11 06:00:00+00:00,Stockholm,205.0,20.9,0.8,25.0,8.5,14.0,Residential
2024-11-11 07:00:00+00:00,Stockholm,244.0,39.2,1.0,16.0,9.7,19.1,Residential
2024-11-11 08:00:00+00:00,Stockholm,266.0,38.4,1.1,18.0,12.0,18.7,Residential
2024-11-11 09:00:00+00:00,Stockholm,245.0,29.7,1.0,26.0,13.6,17.5,Residential
2024-11-11 10:00:00+00:00,Stockholm,226.0,18.9,0.9,32.0,13.3,16.5,Residential
2024-11-11 11:00:00+00:00,Stockholm,203.0,14.3,0.7,33.0,10.9,14.4,Residential
2024-11-11 12:00:00+00:00,Stockholm,198.0,15.0,0.6,37.0,8.4,11.2,Residential
2024-11-11 13:00:00+00:00,Stockholm,200.0,15.5,0.6,37.0,7.7,10.2,Residential
2024-11-11 14:00:00+00:00,Stockholm,209.0,18.7,0.6,33.0,8.7,12.7,Residential
2024-11-11 15:00:00+00:00,Stockholm,226.0,31.9,0.7,26.0,10.5,17.6,Residential
2024-11-11 16:00:00+00:00,Stockholm,240.0,32.8,0.7,21.0,11.9,20.4,Residential
2024-11-11 17:00:00+00:00,Stockholm,252.0,33.6,0.8,15.0,13.3,20.9,Residential
2024-11-11 18:00:00+00:00,Stockholm,251.0,31.3,0.8,18.0,14.7,18.1,Residential
2024-11-11 19:00:00+00:00,Stockholm,234.0,24.1,0.8,22.0,14.2,17.9,Residential
2024-11-11 20:00:00+00:00,Stockholm,212.0,18.7,0.7,29.0,11.1,13.8,Residential
2024-11-11 21:00:00+00:00,Stockholm,199.0,14.6,0.6,37.0,9.0,12.2,Residential
2024-11-11 22:00:00+00:00,Stockholm,191.0,12.3,0.6,34.0,8.4,11.0,Residential
2024-11-11 23:00:00+00:00,Stockholm,199.0,11.8,0.5,30.0,7.4,9.5,Residential
2024-11-12 00:00:00+00:00,Stockholm,184.0,9.3,0.4,32.0,6.4,8.1,Residential
2024-11-12 01:00:00+00:00,Stockholm,175.0,9.1,0.4,43.0,5.7,7.4,Residential
2024-11-12 02:00:00+00:00,Stockholm,174.0,8.8,0.5,33.0,4.8,6.7,Residential
2024-11-12 03:00:00+00:00,Stockholm,171.0,5.9,0.4,34.0,5.8,7.3,Residential
2024-11-12 04:00:00+00:00,Stockholm,165.0,6.4,0.4,33.0,6.2,7.9,Residential
2024-11-12 05:00:00+00:00,Stockholm,165.0,8.4,0.4,28.0,6.5,10.3,Residential
2024-11-12 06:00:00+00:00,Stockholm,185.0,15.2,0.5,26.0,8.0,11.2,Residential
2024-11-12 07:00:00+00:00,Stockholm,206.0,21.4,0.5,16.0,9.2,13.8,Residential
2024-11-12 08:00:00+00:00,Stockholm,220.0,17.7,0.6,17.0,7.3,13.1,Residential
2024-11-12 09:00:00+00:00,Stockholm,194.0,14.0,0.5,33.0,5.8,9.6,Residential
2024-11-12 10:00:00+00:00,Stockholm,180.0,10.3,0.4,33.0,4.6,9.5,Residential
2024-11-12 11:00:00+00:00,Stockholm,176.0,9.3,0.5,38.0,4.0,8.9,Residential
2024-11-12 12:00:00+00:00,Stockholm,176.0,10.7,0.5,42.0,4.0,8.6,Residential
2024-11-12 13:00:00+00:00,Stockholm,184.0,14.2,0.5,42.0,4.7,8.6,Residential
2024-11-12 14:00:00+00:00,Stockholm,188.0,18.6,0.6,35.0,5.7,9.3,Residential
2024-11-12 15:00:00+00:00,Stockholm,200.0,24.7,0.6,26.0,7.0,14.0,Residential
2024-11-12 16:00:00+00:00,Stockholm,207.0,29.0,0.5,21.0,7.9,15.8,Residential
2024-11-12 17:00:00+00:00,Stockholm,216.0,29.0,0.6,27.0,8.2,15.7,Residential
2024-11-12 18:00:00+00:00,Stockholm,217.0,28.2,0.6,24.0,7.5,15.8,Residential
2024-11-12 19:00:00+00:00,Stockholm,221.0,26.4,0.6,24.0,7.1,15.6,Residential
2024-11-12 20:00:00+00:00,Stockholm,204.0,21.2,0.6,27.0,6.6,13.1,Residential
2024-11-12 21:00:00+00:00,Stockholm,194.0,21.0,0.6,26.0,6.1,11.5,Residential
2024-11-12 22:00:00+00:00,Stockholm,193.0,17.8,0.5,23.0,5.4,10.1,Residential
2024-11-12 23:00:00+00:00,Stockholm,192.0,16.3,0.5,25.0,5.1,8.2,Residential
2024-11-13 00:00:00+00:00,Stockholm,179.0,12.1,0.5,29.0,3.7,5.5,Residential
2024-11-13 01:00:00+00:00,Stockholm,178.0,9.8,0.4,33.0,3.6,5.6,Residential
2024-11-13 02:00:00+00:00,Stockholm,182.0,8.2,0.4,33.0,3.8,5.7,Residential
2024-11-13 03:00:00+00:00,Stockholm,179.0,7.8,0.4,34.0,3.5,5.0,Residential
2024-11-13 04:00:00+00:00,Stockholm,171.0,7.4,0.4,37.0,3.7,5.0,Residential
2024-11-13 05:00:00+00:00,Stockholm,169.0,9.0,0.4,37.0,3.7,5.5,Residential
2024-11-13 06:00:00+00:00,Stockholm,180.0,14.1,0.4,34.0,4.7,7.6,Residential
2024-11-13 07:00:00+00:00,Stockholm,201.0,21.5,0.5,31.0,5.1,9.3,Residential
2024-11-13 08:00:00+00:00,Stockholm,200.0,18.1,0.6,34.0,4.6,8.2,Residential
2024-11-13 09:00:00+00:00,Stockholm,190.0,13.4,0.5,39.0,4.1,7.0,Residential
2024-11-13 10:00:00+00:00,Stockholm,187.0,8.8,0.5,45.0,4.3,5.9,Residential
2024-11-13 11:00:00+00:00,Stockholm,179.0,7.3,0.5,45.0,4.7,5.8,Residential
2024-11-13 12:00:00+00:00,Stockholm,182.0,7.7,0.5,42.0,5.6,6.9,Residential
2024-11-13 13:00:00+00:00,Stockholm,187.0,8.0,0.5,42.0,6.1,8.2,Residential
2024-11-13 14:00:00+00:00,Stockholm,193.0,10.1,0.5,37.0,7.2,9.5,Residential
2024-11-13 15:00:00+00:00,Stockholm,200.0,14.9,0.5,32.0,8.4,10.3,Residential
2024-11-13 16:00:00+00:00,Stockholm,205.0,19.8,0.6,28.0,8.6,10.9,Residential
2024-11-13 17:00:00+00:00,Stockholm,204.0,17.1,0.6,29.0,8.0,11.4,Residential
2024-11-13 18:00:00+00:00,Stockholm,196.0,13.0,0.6,30.0,6.8,9.8,Residential
2024-11-13 19:00:00+00:00,Stockholm,191.0,12.0,0.6,33.0,6.2,9.2,Residential
2024-11-13 20:00:00+00:00,Stockholm,185.0,9.6,0.5,35.0,5.8,8.6,Residential
2024-11-13 21:00:00+00:00,Stockholm,179.0,9.3,0.5,35.0,5.8,8.3,Residential
2024-11-13 22:00:00+00:00,Stockholm,171.0,10.8,0.5,34.0,6.1,8.5,Residential
2024-11-13 23:00:00+00:00,Stockholm,165.0,7.8,0.4,34.0,5.8,7.4,Residential
2024-11-14 00:00:00+00:00,Stockholm,158.0,6.0,0.4,38.0,5.1,6.2,Residential
2024-11-14 01:00:00+00:00,Stockholm,156.0,5.5,0.3,39.0,4.7,5.7,Residential
2024-11-14 02:00:00+00:00,Stockholm,153.0,4.5,0.3,42.0,4.4,5.6,Residential
2024-11-14 03:00:00+00:00,Stockholm,152.0,4.0,0.2,43.0,4.1,5.1,Residential
2024-11-14 04:00:00+00:00,Stockholm,153.0,3.5,0.2,41.0,4.0,4.9,Residential
2024-11-14 05:00:00+00:00,Stockholm,157.0,5.0,0.3,41.0,4.1,5.6,Residential
2024-11-14 06:00:00+00:00,Stockholm,176.0,9.6,0.4,40.0,4.8,7.5,Residential
2024-11-14 07:00:00+00:00,Stockholm,189.0,17.9,0.4,38.0,5.0,9.4,Residential
2024-11-14 08:00:00+00:00,Stockholm,189.0,15.5,0.5,51.0,4.0,8.6,Residential
2024-11-14 09:00:00+00:00,Stockholm,179.0,10.9,0.5,59.0,3.0,8.4,Residential
2024-11-14 10:00:00+00:00,Stockholm,161.0,8.8,0.4,62.0,2.4,6.1,Residential
2024-11-14 11:00:00+00:00,Stockholm,157.0,6.1,0.3,66.0,2.1,5.4,Residential
2024-11-14 12:00:00+00:00,Stockholm,155.0,6.9,0.3,66.0,2.1,5.4,Residential
2024-11-14 13:00:00+00:00,Stockholm,162.0,8.1,0.3,66.0,2.2,5.4,Residential
2024-11-14 14:00:00+00:00,Stockholm,164.0,10.4,0.3,65.0,2.6,5.6,Residential
2024-11-14 15:00:00+00:00,Stockholm,174.0,14.4,0.4,61.0,2.9,6.6,Residential
2024-11-14 16:00:00+00:00,Stockholm,183.0,17.2,0.4,60.0,3.5,6.5,Residential
2024-11-14 17:00:00+00:00,Stockholm,178.0,12.1,0.4,60.0,3.5,8.3,Residential
2024-11-14 18:00:00+00:00,Stockholm,161.0,7.6,0.4,63.0,3.5,6.9,Residential
2024-11-14 19:00:00+00:00,Stockholm,153.0,6.7,0.4,65.0,3.3,6.3,Residential
2024-11-14 20:00:00+00:00,Stockholm,154.0,7.7,0.4,62.0,3.6,5.9,Residential
2024-11-14 21:00:00+00:00,Stockholm,157.0,8.6,0.5,60.0,3.7,6.6,Residential
2024-11-14 22:00:00+00:00,Stockholm,155.0,7.9,0.4,61.0,3.5,6.3,Residential
2024-11-14 23:00:00+00:00,Stockholm,149.0,5.9,0.4,61.0,3.3,5.7,Residential
2024-11-15 00:00:00+00:00,Stockholm,145.0,5.1,0.4,60.0,3.2,5.5,Residential
2024-11-15 01:00:00+00:00,Stockholm,146.0,3.5,0.4,59.0,3.1,4.9,Residential
2024-11-15 02:00:00+00:00,Stockholm,148.0,3.1,0.4,57.0,2.9,4.8,Residential
2024-11-15 03:00:00+00:00,Stockholm,147.0,2.7,0.4,55.0,2.8,4.8,Residential
2024-11-15 04:00:00+00:00,Stockholm,146.0,2.6,0.3,55.0,3.0,4.8,Residential
2024-11-15 05:00:00+00:00,Stockholm,151.0,4.5,0.4,55.0,3.1,5.1,Residential
2024-11-15 06:00:00+00:00,Stockholm,171.0,8.1,0.4,53.0,3.6,6.8,Residential
2024-11-15 07:00:00+00:00,Stockholm,185.0,16.4,0.5,47.0,4.1,8.2,Residential
2024-11-15 08:00:00+00:00,Stockholm,186.0,14.5,0.6,47.0,4.2,7.6,Residential
2024-11-15 09:00:00+00:00,Stockholm,184.0,11.5,0.6,52.0,3.6,7.5,Residential
2024-11-15 10:00:00+00:00,Stockholm,172.0,9.1,0.5,52.0,3.2,7.2,Residential
2024-11-15 11:00:00+00:00,Stockholm,169.0,9.2,0.5,53.0,3.3,7.4,Residential
2024-11-15 12:00:00+00:00,Stockholm,163.0,9.2,0.5,55.0,3.5,7.1,Residential
2024-11-15 13:00:00+00:00,Stockholm,170.0,12.5,0.5,55.0,3.9,7.5,Residential
2024-11-15 14:00:00+00:00,Stockholm,172.0,12.6,0.4,51.0,3.6,8.3,Residential
2024-11-15 15:00:00+00:00,Stockholm,180.0,16.6,0.5,46.0,4.0,10.0,Residential
2024-11-15 16:00:00+00:00,Stockholm,184.0,19.1,0.5,45.0,4.2,9.1,Residential
2024-11-15 17:00:00+00:00,Stockholm,174.0,15.4,0.5,46.0,4.1,7.0,Residential
2024-11-15 18:00:00+00:00,Stockholm,154.0,9.8,0.5,52.0,3.6,5.9,Residential
2024-11-15 19:00:00+00:00,Stockholm,139.0,7.0,0.5,56.0,3.0,5.3,Residential
2024-11-15 20:00:00+00:00,Stockholm,133.0,5.6,0.4,58.0,3.0,5.1,Residential
2024-11-15 21:00:00+00:00,Stockholm,128.0,4.4,0.3,60.0,2.8,4.7,Residential
2024-11-15 22:00:00+00:00,Stockholm,122.0,3.3,0.3,62.0,2.7,4.1,Residential
2024-11-15 23:00:00+00:00,Stockholm,118.0,2.7,0.2,62.0,2.7,3.9,Residential
2024-11-16 00:00:00+00:00,Stockholm,118.0,2.2,0.2,60.0,2.9,4.6,Residential
2024-11-16 01:00:00+00:00,Stockholm,119.0,1.7,0.1,59.0,2.8,4.7,Residential
2024-11-16 02:00:00+00:00,Stockholm,121.0,1.5,0.1,60.0,3.0,5.1,Residential
2024-11-16 03:00:00+00:00,Stockholm,120.0,1.6,0.1,60.0,3.2,5.2,Residential
2024-11-16 04:00:00+00:00,Stockholm,118.0,1.6,0.1,60.0,3.0,5.0,Residential
2024-11-16 05:00:00+00:00,Stockholm,117.0,1.7,0.1,61.0,2.9,5.0,Residential
2024-11-16 06:00:00+00:00,Stockholm,119.0,1.8,0.2,60.0,3.0,5.3,Residential
2024-11-16 07:00:00+00:00,Stockholm,125.0,2.3,0.2,60.0,2.8,5.3,Residential
2024-11-16 08:00:00+00:00,Stockholm,126.0,2.2,0.2,60.0,2.4,4.9,Residential
2024-11-16 09:00:00+00:00,Stockholm,129.0,2.1,0.2,67.0,2.4,4.5,Residential
2024-11-16 10:00:00+00:00,Stockholm,134.0,2.5,0.1,72.0,2.3,5.0,Residential
2024-11-16 11:00:00+00:00,Stockholm,138.0,3.1,0.2,77.0,2.2,5.9,Residential
2024-11-16 12:00:00+00:00,Stockholm,142.0,3.3,0.2,81.0,2.2,5.9,Residential
2024-11-16 13:00:00+00:00,Stockholm,147.0,3.7,0.2,80.0,2.2,6.2,Residential
2024-11-16 14:00:00+00:00,Stockholm,146.0,4.2,0.2,78.0,2.1,5.9,Residential
2024-11-16 15:00:00+00:00,Stockholm,149.0,4.6,0.2,77.0,1.9,5.5,Residential
2024-11-16 16:00:00+00:00,Stockholm,151.0,4.4,0.2,76.0,1.9,5.6,Residential
2024-11-16 17:00:00+00:00,Stockholm,151.0,3.7,0.2,75.0,2.0,5.9,Residential
2024-11-16 18:00:00+00:00,Stockholm,149.0,3.3,0.2,74.0,1.7,5.1,Residential
2024-11-16 19:00:00+00:00,Stockholm,149.0,2.9,0.2,74.0,1.6,4.9,Residential
2024-11-16 20:00:00+00:00,Stockholm,149.0,2.5,0.2,75.0,1.6,4.9,Residential
